add-yield-s,8,1000,16000,11952147,747,0
add-yield-s,12,1000,24000,17814993,742,0
add-m,1,10000,20000,868045,43,0
add-m,2,10000,40000,5032825,125,0
add-m,4,10000,80000,18968681,237,0
add-m,8,10000,160000,41637706,260,0
add-m,12,10000,240000,59993997,249,0
add-c,1,10000,20000,615708,30,0
add-c,2,10000,40000,2059903,51,0
add-c,4,10000,80000,5757898,71,0
add-c,8,10000,160000,13326831,83,0
add-c,12,10000,240000,26527168,110,0
add-s,1,10000,20000,533223,26,0
add-s,2,10000,40000,4398026,109,0
add-s,4,10000,80000,16569371,207,0
add-s,8,10000,160000,46002255,287,0
add-s,12,10000,240000,71092438,296,0
